,index,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day,month,day_of_week,season,aqi_change_rate,temp_change_rate,humidity_change_rate
1970-01-01 00:00:00.000010720,2024-04-25 05:00:00,3,467.3,3.44,9.77,49.35,4.29,17.1,64.14,2.91,29.6,66.0,24.8,0,1,1,3,1,0.0,1.1000000000000014,-5.0
1970-01-01 00:00:00.000010721,2024-04-25 06:00:00,3,407.22,2.24,6.68,55.79,3.73,16.22,62.91,2.47,30.5,61.0,28.1,0,1,1,3,1,0.0,0.8999999999999986,-5.0
1970-01-01 00:00:00.000010722,2024-04-25 07:00:00,3,363.83,1.54,4.76,56.51,2.92,15.03,61.43,1.82,31.1,58.0,29.6,0,1,1,3,1,0.0,0.6000000000000014,-3.0
1970-01-01 00:00:00.000010723,2024-04-25 08:00:00,3,353.81,1.47,4.71,57.94,2.83,15.04,59.64,1.63,31.6,53.0,29.5,0,1,1,3,1,0.0,0.5,-5.0
1970-01-01 00:00:00.000010724,2024-04-25 09:00:00,3,350.48,1.52,5.14,65.09,2.68,16.07,62.7,1.54,31.5,55.0,30.1,0,1,1,3,1,0.0,-0.10000000000000142,2.0
1970-01-01 00:00:00.000010725,2024-04-25 10:00:00,3,347.14,1.56,5.65,68.66,2.47,16.97,65.93,1.44,31.1,56.0,31.4,0,1,1,3,1,0.0,-0.3999999999999986,1.0
1970-01-01 00:00:00.000010726,2024-04-25 11:00:00,3,360.49,1.79,6.94,65.09,2.59,17.21,65.62,1.54,30.4,61.0,29.7,0,1,1,3,1,0.0,-0.7000000000000028,5.0
1970-01-01 00:00:00.000010727,2024-04-25 12:00:00,3,383.85,1.9,9.34,56.51,2.59,17.19,63.59,1.65,29.4,66.0,28.1,0,1,1,3,1,0.0,-1.0,5.0
1970-01-01 00:00:00.000010728,2024-04-25 13:00:00,3,423.91,1.49,13.71,48.64,2.65,17.35,62.1,1.74,28.3,73.0,23.8,0,1,1,3,1,0.0,-1.0999999999999979,7.0
1970-01-01 00:00:00.000010729,2024-04-25 14:00:00,3,410.56,0.21,14.74,47.21,2.47,17.67,62.04,1.65,27.0,82.0,23.6,0,1,1,3,1,0.0,-1.3000000000000007,9.0
1970-01-01 00:00:00.000010730,2024-04-25 15:00:00,3,363.83,0.0,10.71,53.64,2.29,18.3,63.63,1.65,26.5,86.0,22.5,0,1,1,3,1,0.0,-0.5,4.0
1970-01-01 00:00:00.000010731,2024-04-25 16:00:00,3,350.48,0.0,8.83,55.79,2.44,19.01,65.85,1.82,26.2,90.0,23.2,0,1,1,3,1,0.0,-0.3000000000000007,4.0
1970-01-01 00:00:00.000010732,2024-04-25 17:00:00,3,333.79,0.0,7.2,55.07,2.38,18.84,65.04,1.77,26.0,91.0,23.6,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000010733,2024-04-25 18:00:00,3,333.79,0.0,6.51,53.64,2.35,18.05,62.82,1.77,26.0,92.0,22.1,0,1,1,3,1,0.0,0.0,1.0
1970-01-01 00:00:00.000010734,2024-04-25 19:00:00,3,323.77,0.0,6.0,54.36,2.15,16.8,60.93,1.41,25.9,91.0,18.8,0,1,1,3,1,0.0,-0.10000000000000142,-1.0
1970-01-01 00:00:00.000010735,2024-04-25 20:00:00,3,297.07,0.0,4.71,58.65,2.03,15.56,59.3,0.81,25.5,93.0,17.3,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000010736,2024-04-25 21:00:00,3,287.06,0.0,3.38,60.08,2.15,15.08,57.32,0.75,25.4,93.0,19.7,0,1,1,3,1,0.0,-0.10000000000000142,0.0
1970-01-01 00:00:00.000010737,2024-04-25 22:00:00,3,287.06,0.0,2.57,57.22,2.09,14.26,52.02,0.78,25.7,89.0,19.9,0,1,1,3,1,0.0,0.3000000000000007,-4.0
1970-01-01 00:00:00.000010738,2024-04-25 23:00:00,2,293.73,0.0,2.46,50.78,2.24,13.58,46.51,0.85,25.9,89.0,18.8,0,1,1,3,1,-1.0,0.1999999999999993,0.0
1970-01-01 00:00:00.000010739,2024-04-26 00:00:00,2,300.41,0.0,2.59,47.21,2.44,13.42,43.94,0.92,25.9,88.0,19.2,0,1,1,3,1,0.0,0.0,-1.0
1970-01-01 00:00:00.000010740,2024-04-26 01:00:00,2,307.08,0.0,3.08,47.21,2.74,13.46,43.43,1.01,25.8,92.0,19.5,0,1,1,3,1,0.0,-0.09999999999999787,4.0
1970-01-01 00:00:00.000010741,2024-04-26 02:00:00,2,313.76,0.03,3.73,47.92,2.74,13.21,42.16,1.08,26.5,86.0,19.7,0,1,1,3,1,0.0,0.6999999999999993,-6.0
1970-01-01 00:00:00.000010742,2024-04-26 03:00:00,2,360.49,0.68,5.91,46.49,2.86,13.45,41.26,1.65,28.0,76.0,21.6,0,1,1,3,1,0.0,1.5,-10.0
1970-01-01 00:00:00.000010743,2024-04-26 04:00:00,2,423.91,2.24,8.31,44.7,3.19,13.74,40.28,2.09,29.5,66.0,24.1,0,1,1,3,1,0.0,1.5,-10.0
1970-01-01 00:00:00.000010744,2024-04-26 05:00:00,2,420.57,2.54,7.45,47.21,3.28,13.48,38.27,2.12,30.4,60.0,25.3,0,1,1,3,1,0.0,0.8999999999999986,-6.0
1970-01-01 00:00:00.000010745,2024-04-26 06:00:00,2,383.85,1.82,5.44,52.93,3.16,12.74,34.68,1.95,31.2,56.0,26.7,0,1,1,3,1,0.0,0.8000000000000007,-4.0
1970-01-01 00:00:00.000010746,2024-04-26 07:00:00,2,347.14,1.3,4.07,57.94,2.71,11.42,30.97,1.52,31.5,56.0,27.4,0,1,1,3,1,0.0,0.3000000000000007,0.0
1970-01-01 00:00:00.000010747,2024-04-26 08:00:00,2,340.46,1.29,4.07,60.08,2.8,10.91,30.04,1.42,31.8,55.0,28.9,0,1,1,3,1,0.0,0.3000000000000007,-1.0
1970-01-01 00:00:00.000010748,2024-04-26 09:00:00,2,347.14,1.44,4.54,62.23,2.86,10.88,30.24,1.42,31.8,55.0,27.7,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000010749,2024-04-26 10:00:00,2,353.81,1.61,5.1,61.51,2.83,11.27,31.25,1.44,31.5,57.0,28.4,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000010750,2024-04-26 11:00:00,2,363.83,1.93,6.25,58.65,3.01,12.25,33.57,1.54,31.1,57.0,28.5,0,1,1,3,1,0.0,-0.3999999999999986,0.0
1970-01-01 00:00:00.000010751,2024-04-26 12:00:00,2,380.52,2.07,8.14,55.79,3.01,13.3,36.42,1.61,30.2,59.0,28.2,0,1,1,3,1,0.0,-0.9000000000000021,2.0
1970-01-01 00:00:00.000010752,2024-04-26 13:00:00,2,417.23,1.72,12.34,51.5,3.04,14.58,39.39,1.69,28.5,66.0,23.8,0,1,1,3,1,0.0,-1.6999999999999993,7.0
1970-01-01 00:00:00.000010753,2024-04-26 14:00:00,2,413.89,0.26,14.57,50.78,2.83,15.76,42.98,1.66,27.0,78.0,22.2,0,1,1,3,1,0.0,-1.5,12.0
1970-01-01 00:00:00.000010754,2024-04-26 15:00:00,2,373.84,0.0,11.48,57.22,2.59,17.06,48.91,1.73,26.6,81.0,22.9,0,1,1,3,1,0.0,-0.3999999999999986,3.0
1970-01-01 00:00:00.000010755,2024-04-26 16:00:00,3,357.15,0.0,9.42,60.08,2.65,18.24,55.67,1.88,26.3,85.0,21.7,0,1,1,3,1,1.0,-0.3000000000000007,4.0
1970-01-01 00:00:00.000010756,2024-04-26 17:00:00,3,330.45,0.0,7.28,60.8,2.47,18.35,60.24,1.71,26.1,86.0,21.2,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000010757,2024-04-26 18:00:00,3,317.1,0.0,6.17,62.23,2.32,18.31,63.51,1.57,25.8,89.0,21.7,0,1,1,3,1,0.0,-0.3000000000000007,3.0
1970-01-01 00:00:00.000010758,2024-04-26 19:00:00,3,303.75,0.0,5.48,63.66,2.06,17.67,64.35,1.17,25.5,91.0,21.3,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000010759,2024-04-26 20:00:00,3,277.04,0.0,4.33,64.37,1.86,16.53,62.99,0.63,25.2,92.0,20.5,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000010760,2024-04-26 21:00:00,3,253.68,0.0,2.44,65.09,1.53,15.99,62.69,0.41,25.0,93.0,18.6,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000010761,2024-04-26 22:00:00,3,250.34,0.0,1.78,65.8,1.45,16.11,63.95,0.38,24.8,94.0,17.8,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000010762,2024-04-26 23:00:00,3,250.34,0.0,1.78,67.23,1.61,16.61,65.63,0.45,24.6,94.0,15.6,0,1,1,3,1,0.0,-0.1999999999999993,0.0
1970-01-01 00:00:00.000010763,2024-04-27 00:00:00,3,257.02,0.0,1.99,70.1,1.88,17.31,67.53,0.53,24.3,95.0,10.5,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000010764,2024-04-27 01:00:00,3,267.03,0.0,2.7,71.53,2.41,18.02,69.36,0.7,24.8,96.0,10.8,0,1,1,3,1,0.0,0.5,1.0
1970-01-01 00:00:00.000010765,2024-04-27 02:00:00,3,290.39,0.02,3.94,71.53,2.89,18.66,70.5,1.01,25.6,92.0,11.1,0,1,1,3,1,0.0,0.8000000000000007,-4.0
1970-01-01 00:00:00.000010766,2024-04-27 03:00:00,3,353.81,0.44,6.94,68.66,3.43,19.92,72.95,1.76,27.3,79.0,16.3,0,1,1,3,1,0.0,1.6999999999999993,-13.0
1970-01-01 00:00:00.000010767,2024-04-27 04:00:00,3,403.88,1.33,8.91,70.1,3.49,20.33,71.83,1.98,28.8,69.0,18.4,0,1,1,3,1,0.0,1.5,-10.0
1970-01-01 00:00:00.000010768,2024-04-27 05:00:00,3,400.54,1.69,8.23,77.96,3.34,20.3,69.81,1.98,30.0,62.0,20.3,0,1,1,3,1,0.0,1.1999999999999993,-7.0
1970-01-01 00:00:00.000010769,2024-04-27 06:00:00,3,367.16,1.34,6.08,84.4,3.04,20.07,69.14,1.82,30.7,59.0,21.7,0,1,1,3,1,0.0,0.6999999999999993,-3.0
1970-01-01 00:00:00.000010770,2024-04-27 07:00:00,3,333.79,1.02,4.46,82.97,2.59,19.32,68.59,1.42,31.4,56.0,24.0,0,1,1,3,1,0.0,0.6999999999999993,-3.0
1970-01-01 00:00:00.000010771,2024-04-27 08:00:00,3,330.45,1.03,4.33,80.11,2.59,18.87,68.43,1.3,31.8,54.0,25.4,0,1,1,3,1,0.0,0.40000000000000213,-2.0
1970-01-01 00:00:00.000010772,2024-04-27 09:00:00,3,337.12,1.16,4.76,79.39,2.62,18.73,68.19,1.27,32.0,52.0,25.3,0,1,1,3,1,0.0,0.1999999999999993,-2.0
1970-01-01 00:00:00.000010773,2024-04-27 10:00:00,3,360.49,1.52,6.0,75.82,2.5,18.93,68.99,1.46,31.9,51.0,26.2,0,1,1,3,1,0.0,-0.10000000000000142,-1.0
1970-01-01 00:00:00.000010774,2024-04-27 11:00:00,3,390.53,2.01,7.97,69.38,2.47,19.43,71.26,1.74,31.4,54.0,26.8,0,1,1,3,1,0.0,-0.5,3.0
1970-01-01 00:00:00.000010775,2024-04-27 12:00:00,3,420.57,2.32,10.45,60.8,2.38,19.82,73.11,1.9,30.5,59.0,24.7,0,1,1,3,1,0.0,-0.8999999999999986,5.0
1970-01-01 00:00:00.000010776,2024-04-27 13:00:00,3,467.3,2.01,15.25,50.78,2.38,20.12,74.81,1.96,28.8,69.0,19.9,0,1,1,3,1,0.0,-1.6999999999999993,10.0
1970-01-01 00:00:00.000010777,2024-04-27 14:00:00,3,447.27,0.31,16.62,45.06,2.18,19.92,75.66,1.76,27.5,74.0,18.9,0,1,1,3,1,0.0,-1.3000000000000007,5.0
1970-01-01 00:00:00.000010778,2024-04-27 15:00:00,3,383.85,0.0,11.65,50.78,1.97,19.36,75.16,1.65,26.4,84.0,18.0,0,1,1,3,1,0.0,-1.1000000000000014,10.0
1970-01-01 00:00:00.000010779,2024-04-27 16:00:00,3,367.16,0.0,9.6,55.07,2.18,19.16,73.45,1.85,26.1,87.0,18.4,0,1,1,3,1,0.0,-0.29999999999999716,3.0
1970-01-01 00:00:00.000010780,2024-04-27 17:00:00,3,367.16,0.0,8.74,55.79,2.44,19.02,70.92,2.09,25.9,89.0,16.5,0,1,1,3,1,0.0,-0.20000000000000284,2.0
1970-01-01 00:00:00.000010781,2024-04-27 18:00:00,3,380.52,0.0,8.83,52.93,2.83,19.25,69.03,2.37,25.5,93.0,10.7,0,1,1,3,1,0.0,-0.3999999999999986,4.0
1970-01-01 00:00:00.000010782,2024-04-27 19:00:00,3,357.15,0.0,7.88,51.5,2.77,18.1,66.48,1.92,25.1,95.0,10.9,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000010783,2024-04-27 20:00:00,3,303.75,0.0,5.74,52.21,2.41,16.65,63.7,1.06,24.9,96.0,13.3,0,1,1,3,1,0.0,-0.20000000000000284,1.0
1970-01-01 00:00:00.000010784,2024-04-27 21:00:00,3,277.04,0.0,3.77,55.07,2.32,16.45,63.87,0.79,24.8,95.0,14.8,0,1,1,3,1,0.0,-0.09999999999999787,-1.0
1970-01-01 00:00:00.000010785,2024-04-27 22:00:00,3,267.03,0.0,2.7,56.51,2.12,16.97,65.66,0.7,24.7,94.0,15.2,0,1,1,3,1,0.0,-0.10000000000000142,-1.0
1970-01-01 00:00:00.000010786,2024-04-27 23:00:00,3,267.03,0.0,2.53,55.79,2.06,17.81,67.71,0.78,24.6,94.0,15.5,0,1,1,3,1,0.0,-0.09999999999999787,0.0
1970-01-01 00:00:00.000010787,2024-04-28 00:00:00,3,270.37,0.0,2.59,54.36,2.09,18.65,70.39,0.85,24.8,93.0,16.9,0,1,1,3,1,0.0,0.1999999999999993,-1.0
1970-01-01 00:00:00.000010788,2024-04-28 01:00:00,3,283.72,0.0,3.17,52.21,2.41,19.46,73.21,0.98,25.0,93.0,17.7,0,1,1,3,1,0.0,0.1999999999999993,0.0
1970-01-01 00:00:00.000010789,2024-04-28 02:00:00,3,300.41,0.03,4.24,50.07,2.68,19.84,75.42,1.2,26.0,88.0,19.8,0,1,1,3,1,0.0,1.0,-5.0
1970-01-01 00:00:00.000010790,2024-04-28 03:00:00,3,370.5,0.57,7.37,47.21,3.1,20.56,76.65,1.99,27.6,78.0,22.9,0,1,1,3,1,0.0,1.6000000000000014,-10.0
1970-01-01 00:00:00.000010791,2024-04-28 04:00:00,3,433.92,2.04,9.77,49.35,3.67,20.68,76.22,2.41,28.8,74.0,24.1,0,1,1,3,1,0.0,1.1999999999999993,-4.0
1970-01-01 00:00:00.000010792,2024-04-28 05:00:00,3,433.92,2.57,9.17,60.08,3.87,21.02,76.12,2.56,30.4,64.0,23.9,0,1,1,3,1,0.0,1.5999999999999979,-10.0
1970-01-01 00:00:00.000010793,2024-04-28 06:00:00,3,403.88,1.84,7.11,72.96,3.78,21.47,76.57,2.5,32.5,51.0,25.2,0,1,1,3,1,0.0,2.1000000000000014,-13.0
1970-01-01 00:00:00.000010794,2024-04-28 07:00:00,3,397.21,1.66,6.51,77.96,3.25,21.92,77.22,2.47,33.3,48.0,25.2,0,1,1,3,1,0.0,0.7999999999999972,-3.0
1970-01-01 00:00:00.000010795,2024-04-28 08:00:00,3,427.25,2.04,7.8,77.96,3.07,22.8,79.17,2.72,33.9,46.0,25.3,0,1,1,3,1,0.0,0.6000000000000014,-2.0
1970-01-01 00:00:00.000010796,2024-04-28 09:00:00,3,460.62,2.6,9.42,75.82,2.92,22.99,78.91,2.91,33.9,45.0,26.3,0,1,1,3,1,0.0,0.0,-1.0
1970-01-01 00:00:00.000010797,2024-04-28 10:00:00,3,453.95,2.71,9.6,70.81,2.59,21.76,77.21,2.66,33.7,45.0,25.3,0,1,1,3,1,0.0,-0.19999999999999574,0.0
1970-01-01 00:00:00.000010798,2024-04-28 11:00:00,3,433.92,2.6,9.34,65.09,2.41,20.3,74.44,2.34,32.7,49.0,25.8,0,1,1,3,1,0.0,-1.0,4.0
1970-01-01 00:00:00.000010799,2024-04-28 12:00:00,3,423.91,2.4,10.02,57.94,2.24,19.19,71.97,2.09,31.5,50.0,24.1,0,1,1,3,1,0.0,-1.2000000000000028,1.0
1970-01-01 00:00:00.000010800,2024-04-28 13:00:00,3,447.27,1.98,13.37,48.64,2.18,18.66,70.04,1.99,29.4,67.0,21.5,0,1,1,3,1,0.0,-2.1000000000000014,17.0
1970-01-01 00:00:00.000010801,2024-04-28 14:00:00,3,433.92,0.35,15.08,42.92,2.0,18.24,68.34,1.87,27.6,82.0,19.9,0,1,1,3,1,0.0,-1.7999999999999972,15.0
1970-01-01 00:00:00.000010802,2024-04-28 15:00:00,3,380.52,0.0,10.88,45.42,1.8,18.04,66.45,1.8,27.1,85.0,18.9,0,1,1,3,1,0.0,-0.5,3.0
1970-01-01 00:00:00.000010803,2024-04-28 16:00:00,3,367.16,0.0,8.91,47.21,1.94,18.24,65.12,1.98,26.8,86.0,15.4,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000010804,2024-04-28 17:00:00,3,360.49,0.0,7.88,51.5,2.15,18.1,61.71,2.12,26.4,90.0,16.5,0,1,1,3,1,0.0,-0.40000000000000213,4.0
1970-01-01 00:00:00.000010805,2024-04-28 18:00:00,3,363.83,0.0,7.54,57.94,2.38,17.65,56.59,2.37,26.4,87.0,18.4,0,1,1,3,1,0.0,0.0,-3.0
1970-01-01 00:00:00.000010806,2024-04-28 19:00:00,3,337.12,0.0,6.77,65.09,2.29,16.54,52.46,2.03,26.3,85.0,20.9,0,1,1,3,1,0.0,-0.09999999999999787,-2.0
1970-01-01 00:00:00.000010807,2024-04-28 20:00:00,2,297.07,0.0,5.14,69.38,2.06,15.5,49.51,1.5,26.2,82.0,22.1,0,1,1,3,1,-1.0,-0.10000000000000142,-3.0
1970-01-01 00:00:00.000010808,2024-04-28 21:00:00,2,287.06,0.0,4.24,75.82,2.44,15.03,45.6,1.84,26.5,77.0,22.0,0,1,1,3,1,0.0,0.3000000000000007,-5.0
1970-01-01 00:00:00.000010809,2024-04-28 22:00:00,2,283.72,0.0,3.77,81.54,2.47,15.62,45.45,2.41,26.6,64.0,20.5,0,1,1,3,1,0.0,0.10000000000000142,-13.0
1970-01-01 00:00:00.000010810,2024-04-28 23:00:00,2,313.76,0.0,4.58,82.97,3.04,17.06,48.01,3.7,26.2,59.0,19.0,0,1,1,3,1,0.0,-0.40000000000000213,-5.0
1970-01-01 00:00:00.000010811,2024-04-29 00:00:00,2,353.81,0.0,6.17,81.54,4.05,17.67,48.15,5.57,25.8,52.0,17.6,0,1,1,3,1,0.0,-0.3999999999999986,-7.0
1970-01-01 00:00:00.000010812,2024-04-29 01:00:00,2,417.23,0.0,9.6,76.53,6.44,17.5,48.86,8.04,25.6,69.0,16.3,0,1,1,3,1,0.0,-0.1999999999999993,17.0
1970-01-01 00:00:00.000010813,2024-04-29 02:00:00,3,547.41,0.14,17.14,69.38,11.92,20.67,64.28,10.77,26.5,63.0,14.6,0,1,1,3,1,1.0,0.8999999999999986,-6.0
1970-01-01 00:00:00.000010814,2024-04-29 03:00:00,4,767.71,2.57,28.1,65.09,18.6,31.11,121.64,12.79,29.1,50.0,13.3,0,1,1,3,1,1.0,2.6000000000000014,-13.0
1970-01-01 00:00:00.000010815,2024-04-29 04:00:00,4,627.52,3.55,22.62,85.12,18.12,35.46,170.2,8.11,32.7,26.0,18.0,0,1,1,3,1,0.0,3.6000000000000014,-24.0
1970-01-01 00:00:00.000010816,2024-04-29 05:00:00,4,540.73,3.19,17.14,98.71,15.74,30.78,135.28,6.59,35.1,12.0,24.2,0,1,1,3,1,0.0,2.3999999999999986,-14.0
1970-01-01 00:00:00.000010817,2024-04-29 06:00:00,4,433.92,2.1,11.82,117.3,15.74,25.89,103.9,5.26,36.3,11.0,24.7,0,1,1,3,1,0.0,1.1999999999999957,-1.0
1970-01-01 00:00:00.000010818,2024-04-29 07:00:00,3,347.14,1.16,7.11,128.75,11.56,19.14,72.45,3.17,37.0,11.0,22.7,0,1,1,3,1,-1.0,0.7000000000000028,0.0
1970-01-01 00:00:00.000010819,2024-04-29 08:00:00,3,323.77,0.91,5.74,130.18,7.99,15.67,57.73,2.53,37.4,12.0,22.7,0,1,1,3,1,0.0,0.3999999999999986,1.0
1970-01-01 00:00:00.000010820,2024-04-29 09:00:00,3,317.1,0.82,5.27,128.75,5.48,14.18,53.05,2.25,37.4,13.0,23.8,0,1,1,3,1,0.0,0.0,1.0
1970-01-01 00:00:00.000010821,2024-04-29 10:00:00,3,447.27,1.9,11.48,123.02,5.6,20.34,73.06,3.8,37.0,12.0,24.2,0,1,1,3,1,0.0,-0.3999999999999986,-1.0
1970-01-01 00:00:00.000010822,2024-04-29 11:00:00,3,534.06,2.88,17.31,113.01,5.01,27.76,98.78,4.5,36.0,12.0,23.4,0,1,1,3,1,0.0,-1.0,0.0
1970-01-01 00:00:00.000010823,2024-04-29 12:00:00,4,554.08,3.13,20.56,95.84,3.99,28.96,103.21,4.31,34.0,20.0,24.3,0,1,1,3,1,1.0,-2.0,8.0
1970-01-01 00:00:00.000010824,2024-04-29 13:00:00,3,600.81,2.6,26.39,78.68,3.49,27.78,98.15,4.12,31.9,27.0,23.8,0,1,1,3,1,-1.0,-2.1000000000000014,7.0
1970-01-01 00:00:00.000010825,2024-04-29 14:00:00,4,587.46,0.47,28.79,70.81,3.28,28.99,100.08,4.05,29.5,40.0,20.5,0,1,1,3,1,1.0,-2.3999999999999986,13.0
1970-01-01 00:00:00.000010826,2024-04-29 15:00:00,4,500.68,0.0,20.91,77.25,3.07,31.48,107.48,4.18,28.8,48.0,19.8,0,1,1,3,1,0.0,-0.6999999999999993,8.0
1970-01-01 00:00:00.000010827,2024-04-29 16:00:00,4,453.95,0.0,15.94,84.4,3.22,33.2,111.49,4.37,28.3,49.0,17.9,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000010828,2024-04-29 17:00:00,4,390.53,0.0,11.65,89.41,3.01,33.05,108.16,3.89,27.6,54.0,16.1,0,1,1,3,1,0.0,-0.6999999999999993,5.0
1970-01-01 00:00:00.000010829,2024-04-29 18:00:00,4,347.14,0.0,8.83,92.98,2.77,32.39,104.21,3.32,27.1,58.0,15.0,0,1,1,3,1,0.0,-0.5,4.0
1970-01-01 00:00:00.000010830,2024-04-29 19:00:00,4,337.12,0.0,8.4,91.55,2.56,31.87,100.2,2.85,26.5,59.0,13.7,0,1,1,3,1,0.0,-0.6000000000000014,1.0
1970-01-01 00:00:00.000010831,2024-04-29 20:00:00,3,333.79,0.0,8.91,90.12,2.68,31.32,93.29,2.63,26.2,60.0,16.2,0,1,1,3,1,-1.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000010832,2024-04-29 21:00:00,3,337.12,0.0,8.05,90.84,3.25,31.1,84.8,3.64,26.2,60.0,19.8,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000010833,2024-04-29 22:00:00,3,337.12,0.0,6.94,94.41,3.49,27.73,75.73,5.13,26.0,62.0,23.9,0,1,1,3,1,0.0,-0.1999999999999993,2.0
1970-01-01 00:00:00.000010834,2024-04-29 23:00:00,3,347.14,0.0,6.68,98.71,3.81,24.33,75.81,6.52,25.5,66.0,21.2,0,1,1,3,1,0.0,-0.5,4.0
1970-01-01 00:00:00.000010835,2024-04-30 00:00:00,3,360.49,0.0,7.28,100.14,4.53,24.46,81.47,7.73,25.0,65.0,18.6,0,1,1,3,1,0.0,-0.5,-1.0
1970-01-01 00:00:00.000010836,2024-04-30 01:00:00,3,410.56,0.0,10.02,95.84,6.02,25.75,81.71,9.37,25.5,64.0,19.2,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000010837,2024-04-30 02:00:00,3,567.44,0.19,17.82,86.55,8.58,27.72,79.64,12.03,26.2,59.0,17.1,0,1,1,3,1,0.0,0.6999999999999993,-5.0
1970-01-01 00:00:00.000010838,2024-04-30 03:00:00,3,894.55,3.27,32.22,75.1,15.02,31.98,83.1,15.45,28.6,43.0,13.7,0,1,1,3,1,0.0,2.400000000000002,-16.0
1970-01-01 00:00:00.000010839,2024-04-30 04:00:00,3,1068.12,8.05,40.1,74.39,26.7,33.25,94.94,15.2,31.9,23.0,17.1,0,1,1,3,1,0.0,3.299999999999997,-20.0
1970-01-01 00:00:00.000010840,2024-04-30 05:00:00,4,947.95,7.71,34.62,87.26,31.47,33.21,106.6,13.55,34.7,11.0,22.6,0,1,1,3,1,1.0,2.8000000000000043,-12.0
1970-01-01 00:00:00.000010841,2024-04-30 06:00:00,4,714.3,4.81,24.33,111.58,33.38,32.75,115.62,11.02,36.5,7.0,25.2,0,1,1,3,1,0.0,1.7999999999999972,-4.0
1970-01-01 00:00:00.000010842,2024-04-30 07:00:00,3,363.83,1.33,8.48,138.76,15.26,21.24,86.06,3.8,37.5,7.0,25.9,0,1,1,3,1,-1.0,1.0,0.0
1970-01-01 00:00:00.000010843,2024-04-30 08:00:00,3,310.42,0.84,5.4,135.9,6.97,15.28,61.13,2.44,38.0,6.0,26.8,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000010844,2024-04-30 09:00:00,3,297.07,0.74,4.8,131.61,4.23,13.89,57.37,2.18,38.0,6.0,27.2,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000010845,2024-04-30 10:00:00,3,377.18,1.36,8.57,128.75,4.05,18.39,73.33,3.13,37.5,6.0,26.5,0,1,1,3,1,0.0,-0.5,0.0
1970-01-01 00:00:00.000010846,2024-04-30 11:00:00,3,440.6,1.84,12.51,124.45,3.87,23.48,89.87,3.45,36.3,9.0,25.9,0,1,1,3,1,0.0,-1.2000000000000028,3.0
1970-01-01 00:00:00.000010847,2024-04-30 12:00:00,3,453.95,1.9,15.08,115.87,3.25,24.17,91.22,3.13,33.8,22.0,25.0,0,1,1,3,1,0.0,-2.5,13.0
1970-01-01 00:00:00.000010848,2024-04-30 13:00:00,3,473.98,1.45,19.02,105.86,2.83,21.97,81.84,2.91,31.6,32.0,22.9,0,1,1,3,1,0.0,-2.1999999999999957,10.0
1970-01-01 00:00:00.000010849,2024-04-30 14:00:00,3,447.27,0.24,19.02,101.57,2.62,20.14,70.29,2.79,30.0,40.0,19.1,0,1,1,3,1,0.0,-1.6000000000000014,8.0
1970-01-01 00:00:00.000010850,2024-04-30 15:00:00,3,373.84,0.0,12.51,108.72,2.38,20.33,67.9,2.66,29.5,42.0,26.7,0,1,1,3,1,0.0,-0.5,2.0
1970-01-01 00:00:00.000010851,2024-04-30 16:00:00,3,353.81,0.0,9.51,114.44,2.59,20.95,69.21,2.79,29.0,43.0,24.9,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000010852,2024-04-30 17:00:00,3,360.49,0.0,9.17,113.01,3.04,23.13,74.83,3.39,28.8,40.0,19.9,0,1,1,3,1,0.0,-0.1999999999999993,-3.0
1970-01-01 00:00:00.000010853,2024-04-30 18:00:00,3,383.85,0.0,9.42,108.72,3.43,25.53,77.89,4.18,28.4,47.0,23.6,0,1,1,3,1,0.0,-0.40000000000000213,7.0
1970-01-01 00:00:00.000010854,2024-04-30 19:00:00,3,373.84,0.0,9.51,103.0,3.37,25.85,87.68,4.12,27.5,51.0,20.8,0,1,1,3,1,0.0,-0.8999999999999986,4.0
